qname	decompositionTime	planningTime	firstResult	overallTime	moreResults	cardinality
B4-13	0.0058810710907	0.0141620635986	1.63223004341	26.2348589897	1	18
B4-14	0.00588297843933	0.0141680240631	1.85982108116	25.7293951511	1	324
B4-15	0.00583815574646	0.0141310691833	26.3717830181	26.3730180264	1	12
B4-16	0.00591802597046	0.0141990184784	25.6744370461	25.6829869747	1	90
B4-17	0.00603008270264	0.0144391059875	25.8045670986	25.8064529896	1	18
B4-18	0.00587797164917	0.0141868591309	26.2910709381	26.2940168381	1	30
B4-19	0.0058581829071	0.0142180919647	1.78660607338	25.0981590748	1	54
B4-20	0.0059061050415	0.0142359733582	2.23968219757	26.7481751442	1	120
B5-1	0.00292181968689	0.00463390350342	-1	299.644178867	0	0
B5-1	0.00292181968689	0.00463390350342	-1	299.644178867	0	0
B5-2	0.00296902656555	0.00476813316345	-1	297.989145041	0	0
B5-2	0.00296902656555	0.00476813316345	-1	297.989145041	0	0
B5-3	0.00288701057434	0.00461196899414	-1	299.594438076	0	0
B5-3	0.00288701057434	0.00461196899414	-1	299.594438076	0	0
B5-4	0.00285911560059	0.00461792945862	-1	299.610599995	0	0
B5-4	0.00285911560059	0.00461792945862	-1	299.610599995	0	0
B5-5	0.00286293029785	0.00460505485535	-1	299.490169048	0	0
B5-6	0.00287699699402	0.00461101531982	-1	299.63567996	0	0
B5-6	0.00287699699402	0.00461101531982	-1	299.63567996	0	0
B5-7	0.00285291671753	0.00456094741821	-1	299.635659933	0	0
B5-8	0.00293111801147	0.00467395782471	-1	299.630344152	0	0
B5-8	0.00293111801147	0.00467395782471	-1	299.630344152	0	0
B5-9	0.0028669834137	0.00459599494934	-1	299.636749983	0	0
B5-10	0.00283694267273	0.00458192825317	-1	299.635515928	0	0
B5-10	0.00283694267273	0.00458192825317	-1	299.635515928	0	0
B5-11	0.00286102294922	0.00459003448486	-1	299.635671854	0	0
B5-12	0.00290703773499	0.00465703010559	-1	299.63086009	0	0
B5-12	0.00290703773499	0.00465703010559	-1	299.63086009	0	0
B5-13	0.00288200378418	0.00464296340942	-1	299.635145903	0	0
B5-13	0.00288200378418	0.00464296340942	-1	299.635145903	0	0
B5-14	0.00288605690002	0.00461792945862	-1	299.627857924	0	0
B5-14	0.00288605690002	0.00461792945862	-1	299.627857924	0	0
B5-15	0.00283694267273	0.00458407402039	-1	299.633985043	0	0
B5-15	0.00283694267273	0.00458407402039	-1	299.633985043	0	0
B5-16	0.00287699699402	0.00463700294495	-1	299.635504961	0	0
B5-17	0.00291705131531	0.00464510917664	-1	299.633253098	0	0
B5-18	0.0029571056366	0.00472211837769	8.36915206909	8.36915206909	0	0
B5-19	0.00287699699402	0.00464797019958	-1	299.642555952	0	0
B5-19	0.00287699699402	0.00464797019958	-1	299.642555952	0	0
B5-20	0.00287795066833	0.00468301773071	-1	299.633248091	0	0
B6-1	0.00372505187988	0.00673007965088	0.136101007462	0.15410900116	1	18
B6-2	0.00373077392578	0.00672578811646	0.103760004044	0.103799819946	1	1
B6-3	0.0037260055542	0.00656604766846	22.6964461803	22.6968910694	1	5
B6-4	0.00373506546021	0.00678014755249	0.113476991653	0.113957166672	1	5
B6-5	0.00370502471924	0.00670504570007	0.131516218185	0.146618127823	1	15
B6-6	0.00374794006348	0.00674700737	0.120635032654	0.121366977692	1	8
B6-7	0.00367498397827	0.00667500495911	0.108030080795	0.108068943024	1	1
B6-8	0.0036940574646	0.00674605369568	0.125612020493	0.13965511322	1	11
B6-9	0.00377297401428	0.00678896903992	0.127940893173	0.141098976135	1	11
B6-10	0.00375986099243	0.00680899620056	0.125403881073	0.138115882874	1	12
B6-11	0.00370407104492	0.00671911239624	0.112331151962	0.11269903183	1	4
B6-12	0.00368404388428	0.00666189193726	0.132833003998	0.151844024658	1	19
B6-13	0.00374603271484	0.00677514076233	0.12593793869	0.139392137527	1	12
B6-14	0.00383114814758	0.00686717033386	0.116310119629	0.116930961609	1	7
B6-15	0.00371885299683	0.00674700737	0.124289035797	0.137230873108	1	11
B6-16	0.00374388694763	0.00674700737	0.12175488472	0.122525930405	1	8
B6-17	0.00369191169739	0.00669002532959	0.108715057373	0.108998060226	1	4
B6-18	0.00366401672363	0.00665712356567	0.119843959808	0.120486974716	1	6
B6-19	0.00370693206787	0.0067150592804	0.119533061981	0.120064020157	1	7
B6-20	0.00376510620117	0.00679802894592	0.112246990204	0.112595081329	1	3
B7-1	0.00297999382019	0.00469517707825	96.9685389996	98.7022199631	1	14
B7-2	0.00298094749451	0.00470089912415	96.254087925	97.9293398857	1	25
B7-3	0.00297594070435	0.00469207763672	100.395797968	102.160252094	1	26
B7-4	0.00307297706604	0.00488305091858	95.5632021427	97.2136409283	1	22
B7-5	0.00291109085083	0.00463604927063	96.2409341335	97.7845880985	1	21
B7-6	0.00290703773499	0.00462603569031	97.0181260109	98.8423571587	1	19
B7-7	0.00295209884644	0.00466394424438	95.2822210789	96.8835599422	1	32
B7-8	0.00304579734802	0.00477194786072	100.398386002	102.568152905	1	19
B7-9	0.00291800498962	0.00462102890015	93.981194973	95.6727938652	1	15
B7-10	0.0028989315033	0.00460910797119	95.3123230934	97.7687520981	1	4
B7-11	0.00291204452515	0.00461506843567	95.2590241432	97.0304441452	1	16
B7-12	0.00299596786499	0.00471901893616	99.6073548794	101.349894047	1	17
B7-13	0.00292301177979	0.00463104248047	95.7041180134	97.2128629684	1	5
B7-14	0.00292801856995	0.00460696220398	98.6373419762	100.251808167	1	15
B7-15	0.00295901298523	0.00464296340942	95.1199650764	96.739248991	1	21
B7-16	0.00299596786499	0.00475406646729	96.6678919792	98.2454960346	1	17
B7-17	0.00292491912842	0.00461006164551	98.1272189617	99.7368659973	1	16
B7-18	0.00318598747253	0.00498199462891	98.0436880589	99.8483128548	1	20
B7-19	0.00290417671204	0.00461220741272	97.00745821	98.7195739746	1	28
B7-20	0.0029468536377	0.00461792945862	95.7003159523	97.4021949768	1	33
B8-1	0.00216007232666	0.00377202033997	50.4354231358	299.636192083	1	51
B8-2	0.00190997123718	0.00344395637512	31.2962479591	299.632051945	1	78
B8-2	0.00190997123718	0.00344395637512	31.2962479591	299.632051945	1	78
B8-2	0.00190997123718	0.00344395637512	31.2962479591	299.632051945	1	78
B8-3	0.00199103355408	0.00356912612915	33.6137399673	131.12913394	1	15
B8-4	0.00189900398254	0.00345182418823	26.3874559402	299.63469696	1	72
B8-5	0.00213408470154	0.00363898277283	-1	299.484236002	0	0
B8-5	0.00213408470154	0.00363898277283	-1	299.484236002	0	0
B8-6	0.00195789337158	0.00356292724609	36.5597350597	299.634629965	1	76
B8-7	0.00190114974976	0.00333905220032	-1	299.632512093	0	0
B8-8	0.00190997123718	0.00343298912048	9.94247508049	299.638391018	1	84
B8-9	0.00188398361206	0.00342988967896	18.9053018093	299.635231972	1	84
B8-10	0.0021390914917	0.00375294685364	18.1436779499	299.636609077	1	45
B8-11	0.0019199848175	0.00346684455872	34.9057128429	299.635142803	1	52
B8-12	0.00191307067871	0.00342512130737	26.4544150829	299.638179064	1	66
B8-13	0.00195002555847	0.00347208976746	28.6725780964	299.633068085	1	80
B8-14	0.0019748210907	0.00348091125488	-1	299.633076906	0	0
B8-15	0.00190186500549	0.00338292121887	-1	299.63389492	0	0
B8-15	0.00190186500549	0.00338292121887	-1	299.63389492	0	0
B8-16	0.00190186500549	0.00341105461121	2.43348288536	2.43348288536	0	0
B8-17	0.00201082229614	0.00359392166138	27.2849049568	299.643278837	1	72
B8-18	0.00192880630493	0.00344681739807	18.1061799526	299.631018877	1	68
B8-18	0.00192880630493	0.00344681739807	18.1061799526	299.631018877	1	68
B8-19	0.00215196609497	0.0037739276886	27.2023360729	299.636920929	1	64
B8-20	0.00193119049072	0.00346803665161	35.6014971733	299.63578701	1	72
B9-1	0.0026068687439	0.00517392158508	-1	299.632755041	0	0
B9-2	0.00260210037231	0.00514817237854	155.267390013	155.495832205	1	1
B9-3	0.00266098976135	0.00530791282654	-1	299.635052919	0	0
B9-4	0.00272917747498	0.00534200668335	74.9919111729	149.561372995	1	1
B9-5	0.00263690948486	0.00521802902222	151.824018002	152.120540857	1	1
B9-6	0.0026261806488	0.0052661895752	-1	299.636160135	0	0
B9-7	0.00262403488159	0.00521302223206	149.850061893	152.111654997	1	1
B9-8	0.0027060508728	0.00530791282654	151.508318901	153.610533953	1	1
B9-9	0.00259590148926	0.00520801544189	154.448536873	154.916759968	1	1
B9-10	0.00260710716248	0.00514793395996	147.652090073	149.955029011	1	1
B9-11	0.00258803367615	0.00514793395996	149.875184059	150.314618111	1	1
B9-12	0.0025999546051	0.00515604019165	154.264781952	156.529260159	1	1
B9-13	0.0025999546051	0.00517988204956	-1	299.638193846	0	0
B9-14	0.00258016586304	0.00517916679382	148.966384172	151.107190132	1	1
B9-15	0.00322484970093	0.00637888908386	32.5967319012	152.68721199	1	1
B9-16	0.00260400772095	0.00518393516541	153.221116066	155.396460056	1	1
B9-17	0.00258684158325	0.00514388084412	19.2241578102	152.573369026	1	1
B9-18	0.00259184837341	0.00515389442444	-1	299.636445999	0	0
B9-19	0.00285887718201	0.00558400154114	150.022288084	150.303642988	1	1
B9-20	0.00280714035034	0.00545001029968	-1	299.620864153	0	0
B10-1	0.00404500961304	0.00721597671509	-1	299.644240856	0	0
B10-2	0.00419688224792	0.00740098953247	-1	299.643301964	0	0
B10-3	0.00410199165344	0.00725889205933	-1	299.645285845	0	0
B10-4	0.00402188301086	0.007159948349	-1	299.636302948	0	0
B10-5	0.00402116775513	0.00715303421021	-1	299.6432271	0	0
B10-6	0.00409483909607	0.00726294517517	-1	299.63815999	0	0
B10-7	0.00408291816711	0.0072500705719	-1	299.641415119	0	0
B10-8	0.00411009788513	0.0072660446167	-1	299.633071184	0	0
B10-9	0.00408411026001	0.00722122192383	-1	299.640712023	0	0
B10-10	0.00453901290894	0.00781488418579	-1	299.638134003	0	0
B10-11	0.00413107872009	0.00728702545166	-1	299.640562057	0	0
B10-12	0.0040910243988	0.00723600387573	-1	299.643452883	0	0
B10-13	0.00411081314087	0.00726699829102	-1	299.638031006	0	0
B10-14	0.00409603118896	0.00728011131287	-1	299.63893795	0	0
B10-15	0.00400495529175	0.00714898109436	-1	299.640111923	0	0
B10-16	0.00511384010315	0.00912594795227	-1	299.638379812	0	0
B10-17	0.00408601760864	0.00723600387573	-1	299.640572071	0	0
B10-18	0.00406193733215	0.00721502304077	-1	299.64072299	0	0
B10-19	0.00419807434082	0.00744009017944	-1	299.638642073	0	0
B10-20	0.00407886505127	0.00721502304077	-1	299.638054848	0	0
B11-1	0.00695300102234	0.0111701488495	-1	299.639428139	0	0
B11-2	0.00677013397217	0.0109529495239	-1	299.64358592	0	0
B11-3	0.00717997550964	0.0114641189575	-1	299.638697147	0	0
B11-4	0.00679898262024	0.010969877243	-1	299.641146898	0	0
B11-5	0.00699806213379	0.0113251209259	-1	299.626665115	0	0
B11-6	0.00675988197327	0.0109479427338	-1	299.649636984	0	0
B11-7	0.00687098503113	0.011078119278	-1	299.642978191	0	0
B11-8	0.00687384605408	0.0111079216003	-1	299.631214857	0	0
B11-8	0.00687384605408	0.0111079216003	-1	299.631214857	0	0
B11-8	0.00687384605408	0.0111079216003	-1	299.631214857	0	0
B11-9	0.00679111480713	0.0109510421753	-1	299.640264988	0	0
B11-10	0.00675821304321	0.0109181404114	-1	299.645274162	0	0
B11-11	0.00673413276672	0.0109231472015	-1	299.640728951	0	0
B11-12	0.00672888755798	0.0108940601349	-1	299.643744946	0	0
B11-13	0.0067150592804	0.0108711719513	-1	299.645631075	0	0
B11-14	0.00677490234375	0.0109519958496	-1	299.64370203	0	0
B11-15	0.00671601295471	0.0108931064606	-1	299.64372611	0	0
B11-16	0.00670695304871	0.0108919143677	-1	299.642911911	0	0
B11-17	0.00678610801697	0.0109632015228	-1	299.643168211	0	0
B11-18	0.00677990913391	0.0109729766846	-1	299.642164946	0	0
B11-19	0.00682997703552	0.0110158920288	-1	299.642200947	0	0
B11-20	0.00677299499512	0.0109620094299	-1	299.640774012	0	0
B12-1	0.00621008872986	0.0104141235352	-1	299.640391111	0	0
B12-2	0.00620293617249	0.0104169845581	-1	299.637247086	0	0
B12-3	0.00615191459656	0.0103769302368	-1	299.638850927	0	0
B12-4	0.0062210559845	0.0104169845581	-1	299.639413834	0	0
B12-5	0.00619196891785	0.0104041099548	-1	299.63983798	0	0
B12-6	0.00622701644897	0.010421037674	-1	299.641056061	0	0
B12-7	0.00623798370361	0.0104470252991	-1	299.636771917	0	0
B12-8	0.00624203681946	0.0104439258575	-1	299.643732071	0	0
B12-9	0.00619006156921	0.0103950500488	-1	299.638475895	0	0
B12-10	0.00625109672546	0.0104441642761	-1	299.637027979	0	0
B12-11	0.00626397132874	0.0104489326477	-1	299.64261198	0	0
B12-12	0.00630879402161	0.0105350017548	-1	299.639477968	0	0
B12-13	0.00628399848938	0.0104830265045	-1	299.642479897	0	0
B12-14	0.0062689781189	0.0104811191559	-1	299.640036106	0	0
B12-15	0.00619411468506	0.0103850364685	-1	299.63954711	0	0
B12-16	0.00645184516907	0.0107538700104	-1	299.63694191	0	0
B12-17	0.00619292259216	0.0103859901428	-1	299.638309002	0	0
B12-18	0.00626802444458	0.0104808807373	-1	299.637423038	0	0
B12-19	0.00635695457458	0.0105698108673	-1	299.639859915	0	0
B12-20	0.00628399848938	0.0104739665985	-1	299.637867928	0	0
