qname	decompositionTime	planningTime	firstResult	overallTime	moreResults	cardinality
B7-13	0.00275778770447	0.00418496131897	0.0611038208008	0.0615317821503	1	5
B7-14	0.00275206565857	0.00424313545227	0.072713136673	0.0884990692139	1	15
B7-15	0.00287008285522	0.0043089389801	0.0681090354919	0.0998029708862	1	21
B7-16	0.00278902053833	0.00425100326538	0.0679631233215	0.0858390331268	1	17
B7-17	0.00276112556458	0.00416302680969	0.0684580802917	0.081775188446	1	16
B7-18	0.00273489952087	0.00414800643921	0.0662579536438	0.0848889350891	1	20
B7-19	0.00277280807495	0.00424981117249	0.0784749984741	0.114779949188	1	28
B7-20	0.00293397903442	0.00442409515381	0.0781679153442	0.128936052322	1	33
B8-1	0.00192284584045	0.003093957901	0.0779519081116	0.0861358642578	1	102
B8-2	0.00193786621094	0.00310683250427	0.0692889690399	0.0815379619598	1	156
B8-3	0.00188112258911	0.00304412841797	0.0602819919586	0.0673589706421	1	90
B8-4	0.0018789768219	0.00304007530212	0.0694150924683	0.0782570838928	1	108
B8-5	0.0018789768219	0.00303220748901	0.0666201114655	0.077278137207	1	132
B8-6	0.00190782546997	0.00307083129883	0.0633687973022	0.072634935379	1	114
B8-7	0.00196099281311	0.00316596031189	0.0639169216156	0.072240114212	1	108
B8-8	0.00187993049622	0.00302696228027	0.0662369728088	0.0764808654785	1	126
B8-9	0.00210118293762	0.00335311889648	0.0653491020203	0.0759370326996	1	126
B8-10	0.00190210342407	0.0030791759491	0.0597891807556	0.0673091411591	1	90
B8-11	0.00186991691589	0.00310206413269	0.0582530498505	0.0647039413452	1	78
B8-12	0.00193905830383	0.00311207771301	0.0671181678772	0.0777530670166	1	132
B8-13	0.00185799598694	0.00302290916443	0.065367937088	0.0755269527435	1	120
B8-14	0.00208497047424	0.00332903862	0.0693800449371	0.0783178806305	1	108
B8-15	0.00195813179016	0.00311613082886	0.0588049888611	0.0649540424347	1	78
B8-16	0.00195002555847	0.00310111045837	0.0632801055908	0.0706329345703	1	90
B8-17	0.00206804275513	0.00328588485718	0.0633778572083	0.0712308883667	1	108
B8-18	0.00186395645142	0.00303912162781	0.0607869625092	0.0690071582794	1	102
B8-19	0.00192189216614	0.00307989120483	0.0621018409729	0.0696308612823	1	96
B8-20	0.00191307067871	0.00314211845398	0.0649411678314	0.0736081600189	1	108
B9-1	0.00235319137573	0.0037260055542	0.0677380561829	0.0677790641785	1	1
B9-2	0.00234508514404	0.00369811058044	0.051705121994	0.0517449378967	1	1
B9-3	0.0024619102478	0.00381207466125	0.05233502388	0.0523710250854	1	1
B9-4	0.00241613388062	0.00376796722412	0.0683081150055	0.0684499740601	1	1
B9-5	0.00241088867188	0.00377106666565	0.0519330501556	0.0520298480988	1	1
B9-6	0.00236892700195	0.00373101234436	0.0509829521179	0.0510170459747	1	1
B9-7	0.00242495536804	0.00379300117493	0.0506389141083	0.0507299900055	1	1
B9-8	0.00233316421509	0.00373196601868	0.0591471195221	0.0591971874237	1	1
B9-9	0.00231289863586	0.00366282463074	0.0525739192963	0.0526900291443	1	1
B9-10	0.00231885910034	0.00371193885803	0.0719380378723	0.0720250606537	1	1
B9-11	0.00234699249268	0.00368905067444	0.0509400367737	0.0510170459747	1	1
B9-12	0.00232100486755	0.00370717048645	0.0507941246033	0.050873041153	1	1
B9-13	0.00234413146973	0.00369000434875	0.0511381626129	0.0511920452118	1	1
B9-14	0.00236201286316	0.00372409820557	0.0534589290619	0.0535469055176	1	1
B9-15	0.00232720375061	0.00376605987549	0.0513141155243	0.0514280796051	1	1
B9-16	0.0025589466095	0.00401377677917	0.0534818172455	0.0535898208618	1	1
B9-17	0.00233006477356	0.00371599197388	0.0542480945587	0.0543401241302	1	1
B9-18	0.0023558139801	0.00370597839355	0.0533719062805	0.0534720420837	1	1
B9-19	0.00232696533203	0.00369477272034	0.052631855011	0.0526669025421	1	1
B9-20	0.00232005119324	0.0036928653717	0.051992893219	0.052031993866	1	1
B10-1	0.00363492965698	0.00562810897827	0.525767087936	0.883641004562	1	130
B10-2	0.00361299514771	0.00555181503296	0.250692844391	0.523345947266	1	184
B10-3	0.00362801551819	0.00565314292908	0.207401037216	0.458329916	1	168
B10-4	0.00369310379028	0.00565314292908	0.0965361595154	0.494888067245	1	261
B10-5	0.00379490852356	0.0058000087738	0.113305091858	0.375039100647	1	301
B10-6	0.00362491607666	0.0055570602417	0.104824066162	0.259780883789	1	190
B10-7	0.00365304946899	0.00560307502747	0.113685131073	0.471240997314	1	379
B10-8	0.00362491607666	0.00559091567993	0.0982999801636	0.312082052231	1	239
B10-9	0.00366187095642	0.00558400154114	0.0949280261993	0.186517953873	1	147
B10-10	0.00364780426025	0.00558590888977	0.0976228713989	0.379837989807	1	298
B10-11	0.00367712974548	0.00565505027771	0.114197015762	0.457729101181	1	453
B10-12	0.00363206863403	0.00559592247009	0.102149009705	0.244234085083	1	216
B10-13	0.0036358833313	0.00564289093018	0.0812940597534	0.153317928314	1	68
B10-14	0.00361776351929	0.00558996200562	0.0875549316406	0.204248905182	1	86
B10-15	0.0036609172821	0.00558090209961	0.0909168720245	0.231948852539	1	71
B10-16	0.00368905067444	0.00560593605042	0.102028131485	0.23774600029	1	207
B10-17	0.00364899635315	0.00562310218811	0.0978660583496	0.161378145218	1	68
B10-18	0.00366997718811	0.00558304786682	0.0806739330292	0.172307014465	1	30
B10-19	0.00361299514771	0.00553798675537	0.0807909965515	0.191414833069	1	49
B10-20	0.00362801551819	0.00553607940674	0.101902008057	0.365202903748	1	328
B11-1	0.00624084472656	0.00921082496643	27.0532729626	58.0701768398	1	1
