qname	decompositionTime	planningTime	firstResult	overallTime	moreResults	cardinality
B11-11	0.00625896453857	0.00924301147461	14.4783401489	49.205340147	1	6
B11-12	0.00611996650696	0.00905299186707	5.15331196785	53.1550929546	1	1
B11-13	0.00618600845337	0.00921511650085	2.74493122101	54.2540490627	1	17
B11-14	0.00635504722595	0.00939607620239	2.07830810547	50.373647213	1	10
B11-15	0.00623202323914	0.00921297073364	5.05502700806	53.7903540134	1	5
B11-16	0.00628614425659	0.00933194160461	2.21560311317	52.8222401142	1	13
B11-17	0.00618410110474	0.00917291641235	19.2290890217	53.2238640785	1	5
B11-18	0.00648593902588	0.00955080986023	2.27966880798	53.588162899	1	7
B11-19	0.00625991821289	0.00927686691284	11.0329809189	53.7271618843	1	1
B11-20	0.00633406639099	0.00969505310059	1.93721103668	54.0874381065	1	20
B12-1	0.00571513175964	0.00873804092407	0.341466188431	0.470493078232	1	1296
B12-2	0.00582098960876	0.00882196426392	0.10219502449	0.150027036667	1	570
B12-3	0.00570392608643	0.00865292549133	0.100100040436	0.324343919754	1	2376
B12-4	0.00572514533997	0.00869703292847	0.0877950191498	0.154742002487	1	756
B12-5	0.00570607185364	0.00865316390991	0.0941979885101	0.192713975906	1	966
B12-6	0.00565600395203	0.00860214233398	0.0907380580902	0.150506019592	1	504
B12-7	0.00571489334106	0.00862979888916	0.10542178154	0.239192962646	1	1440
B12-8	0.00567889213562	0.00861692428589	0.089900970459	0.215918064117	1	1242
B12-9	0.00563597679138	0.00856590270996	0.0843319892883	0.0943310260773	1	120
B12-10	0.00567388534546	0.00867295265198	0.0934119224548	0.121916055679	1	204
B12-11	0.00563097000122	0.00856494903564	0.0959649085999	0.317349910736	1	2400
B12-12	0.00576901435852	0.00873112678528	0.0983881950378	0.185543060303	1	1026
B12-13	0.00564694404602	0.00859594345093	0.0873160362244	0.224155902863	1	1530
B12-14	0.00560879707336	0.00854182243347	0.0900599956512	0.195589780807	1	1260
B12-15	0.00569891929626	0.00863003730774	0.0911350250244	0.179791927338	1	972
B12-16	0.00561022758484	0.00860214233398	0.0878710746765	0.234481096268	1	1728
B12-17	0.00563597679138	0.00860810279846	0.0935580730438	0.286942005157	1	2208
B12-18	0.00574398040771	0.00873494148254	0.0903248786926	0.225513935089	1	1536
B12-19	0.00562596321106	0.00863194465637	0.100562810898	0.243347883224	1	1632
B12-20	0.00562000274658	0.00856995582581	0.0924141407013	0.31822013855	1	2622
